Name,Level,Rooms,Tandem Category,Classification,Category Name,GUID,Source File,System Class,Temperature (°F),Location,Warranty Start Date,Type of Lighting System,Humidity (%RH),Systems,Comments,Edited by,Eqpt Ref,Equipment No.,Equipment Tag,Image,Mark,Type Name,Workset,Elevation from Level (mm),Host,Level,Offset from Host (mm),CHW Dia (mm),Return Water Diameter (mm),Return Water Radius (mm),Supply Water Diameter (mm),Supply Water Radius (mm),ElementId,A Class PBS,AI_LBS Code,AI_SBS Code,ASSET INSTANCE,Asset_Tag,BUILDING SUFFIX,Functional Unit,Location Group,Lvl1 Comp PBS,Lvl3 Comp PBS Desc,Lvl3 Comp PBS,Primary Functional Unit,Sub Functional Unit,Circuit Number,Panel,Eqpt Load (VA),Load (VA),Motor Speed,Number of Poles,V/P/H,Voltage (V),Export to IFC As,Export to IFC,IFC Predefined Type,IfcGUID,Air Flow (L/s),CHW Flow (L/s),Critical Path,Sensible Cooling Capacity (W),Total Cooling Capacity (W),CHW Entering Temp (°C),CHW Leaving Temp (°C),Cooling Coil Water Pressure Drop (Pa),Drain Flow (L/s),EDB Temperature (°C),EWB Temperature (°C),External Static Pressure (Pa),FAN SPEED,HEAD (Pa),LDB Temperature (°C),LWB Temperature (°C),Power (W),System Classification,System Name,Network_Zone,Speed,view name,View Scale Visibility,FLUID,Heater Stages,SERVICE,TYPE,,
Pipe Types,2nd FLOOR - L02,,P.Pi.Pi,,Center Line (Pipes),95d4fe44-5e5d-4fa4-b710-23faeab839ab-0110f2da,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,17887962,,,,,,,,,,,,,,,,,,,,,,,By Type,,0hwmaS3DT5vgzGBxlP_0$k,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAJXU_kReXU-ktxAj-uq4OasBEPLa
Pipe Types,2nd FLOOR - L02,CORR. 15045,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124a8f2,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19179762,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$LR,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKjy
Pipe Types,2nd FLOOR - L02,CORR. 15045,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124a8f3,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19179763,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$LR,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKjz
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124a92c,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19179820,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$I5,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKks
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124a92d,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19179821,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$I5,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKkt
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124a9cf,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19179983,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$Hc,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 41,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKnP
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124a9d0,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19179984,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$Hc,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 41,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKnQ
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124aac5,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180229,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$I5,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKrF
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124aac6,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180230,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$I5,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKrG
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124aae3,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180259,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$TA,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 41,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKrj
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124aae4,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180260,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$TA,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 41,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKrk
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124ab11,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180305,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$Qu,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 41,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKsR
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124ab12,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180306,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$Qu,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 41,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKsS
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124ab3c,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180348,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$QL,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKs8
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124ab3d,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180349,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$QL,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJKs9
Pipe Types,2nd FLOOR - L02,CORR. 15045,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124ad21,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180833,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$28,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK0h
Pipe Types,2nd FLOOR - L02,CORR. 15045,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124ad22,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19180834,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$28,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK0i
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124ae0a,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181066,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$EZ,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK4K
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124ae0c,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181068,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$EZ,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 36,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK4M
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124ae6d,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181165,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$F4,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 41,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK5t
Pipe Types,2nd FLOOR - L02,M.BATH 15155,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124ae6e,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181166,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$F4,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 41,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK5u
Pipe Types,2nd FLOOR - L02,M.BEDRM 15154,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124aed4,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181268,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$Dz,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK7U
Pipe Types,2nd FLOOR - L02,M.BEDRM 15154,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124aed5,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181269,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$Dz,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK7V
Pipe Types,2nd FLOOR - L02,"M.BATH 15155, M.BEDRM 15154",P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124aed7,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181271,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$LR,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK7X
Pipe Types,2nd FLOOR - L02,"M.BATH 15155, M.BEDRM 15154",P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124aed8,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181272,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$LR,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK7Y
Pipe Types,2nd FLOOR - L02,M.BEDRM 15154,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124aefc,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181308,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$DL,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK78
Pipe Types,2nd FLOOR - L02,M.BEDRM 15154,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124aefd,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181309,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$DL,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK79
Pipe Types,2nd FLOOR - L02,"M.BATH 15155, M.BEDRM 15154",P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124aeff,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181311,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$28,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK7_
Pipe Types,2nd FLOOR - L02,"M.BATH 15155, M.BEDRM 15154",P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124af00,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181312,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2$28,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJK8A
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124b005,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181573,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_si,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 26,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLAF
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124b006,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19181574,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_si,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 26,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLAG
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124b296,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19182230,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_mH,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 27,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLKW
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124b297,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19182231,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_mH,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 27,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLKX
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124b383,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19182467,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_ug,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLOD
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124b384,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19182468,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_ug,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 4,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLOE
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124b3a1,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19182497,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_u8,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLOh
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Center Line (Pipes),ab0611f6-f083-4794-89cd-0e75372f5da9-0124b3a2,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Return,,,,,,CHILLED WATER ,,,,,,,,,ME_ AC & Chilled Water Apartment,,,,,,,,,,19182498,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_u8,,,,,,,,,,,,,,,,,,Hydronic Return,CHWS/R 87,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLOi
Pipe Types,2nd FLOOR - L02,BATH 15161,P.Pi.Pi,,Pipes,ab0611f6-f083-4794-89cd-0e75372f5da9-0124b434,DHE-PA9B7-PE-MOD-BLA-L02R02-MEC-HV-0001.rvt,Hydronic Supply,,,,,,CHILLED WATER ,,,,,,,,CHWR - Chilled Water Return,ME_ AC & Chilled Water Apartment,,,,,,,,,,19182644,,,,,,,,,,,,,,,,,,,,,,,By Type,,2h1X7sy8D7b8dD3dKs2_si,,,,,,,,,,,,,,,,,,Hydronic Supply,CHWS/R 26,,,0,0,,,,,urn:adsk.dtm:JAQmAFUPTsK2GfH7ulGw8Q,AAAAAKsGEfbwg0eUic0OdTcvXakBJLQ0
